species,text,url
Jamides alecto,"Charles Swinhoe described the subspecies J. a. alocina on 1915 as follows: ""Upperside milky white tinged with pale lavender-blue, the inner surface of the fore wing and the upper half of the hind wing palest: fore wing with a fine grey costal line; a grey marginal narrow band: hind wing with a submarginal series of small and short black lunular marks, edged with white on both sides, and a fine black marginal line. Under-side pale pinkish grey, markings white but indistinct: fore wing with two lines across the end of the cell, continued to the hinder margin beyond its middle, two dislocated lines beyond in the fourth, fifth, and sixth interspaces, with a line in the third interspace from between the last two; two rows of submarginal lines and an indistinct marginal line, all three dislocated by the veins: hind wing with three rows of transverse double lines at equal distances apart, and a marginal series, all dislocated by the veins ; a brownish spot touched with red near the anal angle.""",https://en.wikipedia.org/wiki/Jamides_alecto
Artace cribrarius,"Artace cribrarius, the dot-lined white, is a moth in the family Lasiocampidae. The species was first described by Sven Ingemar Ljungh in 1825. The MONA or Hodges number for Artace cribrarius is 7683.",https://en.wikipedia.org/wiki/Artace_cribrarius
Cenopis pettitana,"The maple-basswood leafroller (Sparganothis pettitana) is a moth of the family Tortricidae. It is found in eastern North America, from Nova Scotia to Florida, west to Texas. The wingspan is about 20 mm. Adults are on wing from May to July. There is one generation per year.",https://en.wikipedia.org/wiki/Sparganothis_pettitana
Trabala vishnou,"Trabala vishnou, the rose-myrtle lappet moth, is a species of moth in the family Lasiocampidae. It is found in southern Asia, including Pakistan, India, Bangladesh, Thailand, Sri Lanka, Myanmar, China, Japan, Taiwan, Vietnam, and Indonesia. Four subspecies are recognized.",https://en.wikipedia.org/wiki/Trabala_vishnou
Watsonalla binaria,"The oak hook-tip (Watsonalla binaria) is a moth of the family Drepanidae. It is found in most of Europe except the far north. It is quite common in England and Wales, but not found in Scotland and only recently in Ireland. The species was first described by Johann Siegfried Hufnagel in 1767. The sexes differ in size (male wingspan about 30 mm, female about 35 mm), but are similar in colour. The fore wings are orange-brown with three narrow yellow fascia (the outer one being faint and sometimes absent) with two dark discal spots between the inner two fascia. Sometimes, these occur, but weaker, on the rear wings. The apex of the fore wings is hook shaped, giving the species its name. The hind wings are lighter orange, again with three yellow fascia. Usually two broods are produced each year, the adults flying in May and June and again in August . Second-generation moths are much smaller and slightly lighter coloured than those of the first. They are very similar to Watsonalla cultraria which also has a yellowish-brown colour. Two black twin points on the front wings are the clearest differentiator. The species sometimes flies during the day, but usually flies at night and is attracted to light. The larva is brown with yellow markings and shows the typical drepanid shape with a tapered tail. It usually feeds on oak, but has also been recorded on alder, beech, and birch. The species overwinters as pupae. ^ The flight season refers to the British Isles. This may vary in other parts of the range.",https://en.wikipedia.org/wiki/Oak_hook-tip
Calycopis isobeon,"Calycopis isobeon, the dusky-blue groundstreak, is a butterfly native to the Americas, ranging from Venezuela to central Texas. It is very similar to the red-banded hairstreak (Calycopis cecrops) and the two are sometimes treated as conspecific.",https://en.wikipedia.org/wiki/Calycopis_isobeon
Junonia genoveva,"Junonia genoveva, the common mangrove buckeye or mangrove buckeye, is a butterfly of the family Nymphalidae. The species was first described by Pieter Cramer in 1780. It is found in South America and possibly into Central America. The wingspan is 45–57 mm. The butterfly is easily confused with Junonia evarete, the tropical buckeye, also found in South America. Not only have the common names mangrove and tropical buckeye been confused, but the two species of butterflies themselves have been sometimes misidentified in past literature. Recent consensus designates Junonia genoveva the mangrove buckeye and Junonia evarete the tropical buckeye. Recent research and reclassification has determined that these species occur in South America. The species Junonia neildi, the West Indian mangrove buckeye, was formerly considered a subspecies of Junonia genoveva. Its split from Junonia genoveva leaves Junonia genoveva as a South American species. The only members of the genus Junonia currently found in Florida are Junonia neildi, Junonia coenia, and Junonia zonalis. With the reclassification of some Junonia species, the mangrove buckeye Junonia genoveva is confined primarily to South America, and is not found in North America or the Caribbean. The West Indian mangrove buckeye, Junonia neildi, is found in the West Indies, Florida, south Texas, and Mexico. The Pacific mangrove buckeye, Junonia pacoma, is found on the Pacific coast of Mexico. The South American mangrove buckeye, Junonia litoralis, is found along the coast of tropical South America and possibly into Central America. Adults feed on flower nectar.",https://en.wikipedia.org/wiki/Junonia_genoveva
Pyrausta inornatalis,"The wingspan of the imago is about 13-16 mm. The forewings are uniform reddish pink with no eye-spots or any other notable markings. The hindwings are pale brownish gray, but paler at the base and with a reddish pink along the outer margin. The abdomen of the moth is similar in color to the hindwings, with the thorax also having some of the reddish pink that is present on the forewings. The head of the moth hosts some brown antennae and mouth parts. The eyes are a yellowish green color and large. Adults have been recorded on wing from March to November.",https://en.wikipedia.org/wiki/Pyrausta_inornatalis
Oiketicus abbotii,"Oiketicus abbotii (Abbot's bagworm moth) is a moth of the family Psychidae. It is found in southeastern North America, including Florida and Louisiana. There is strong sexual dimorphism in the adults.",https://en.wikipedia.org/wiki/Oiketicus_abbotii
Hemiargus hanno,"Hemiargus hanno, the hanno blue is a species of butterfly in the family Lycaenidae. It is found in Suriname, Brazil, Colombia, Cuba, the Netherlands Antilles, Puerto Rico and Hispaniola.",https://en.wikipedia.org/wiki/Hemiargus_hanno
Parectopa robiniella,"Parectopa robiniella, the locust digitate leafminer, is a moth of the family Gracillariidae. It is native to North America, but was accidentally introduced to Italy, where it was first found in 1970. It has now been recorded from Italy, France, Germany, Slovenia, Croatia, Austria, Serbia, Slovakia, Romania, Ukraine and Hungary. The wingspan is about 5 mm. The moth flies in two to three generations per year in Hungary. The larvae feed on Robinia species, including Robinia pseudoacacia. It mines the leaves of the host plant.",https://en.wikipedia.org/wiki/Parectopa_robiniella
Moduza procris,"The commander has a wingspan of about 6 to 7.5 cm (2.4 to 3.0 in). The upperside of its wings are a bright reddish brown. Towards the centre of the wing are broad white spots. In flight, one can see a bright red brown butterfly with a white band forming a V shape. There are also a few white spots scattered on the wings. Its hindwings have crenulated margins. The undersides of the wings are a whitish grey toward the base and have a row of dull reddish brown and a row of black spots along the margins. The male and female are similar in appearance. Male and female. Upper side, ground colour rich ferruginous-red, the basal area slightly tinged with olivescent yellowish-ferruginous. Cilia alternately black and white. Forewing with three black slender bars crossing the cell, and three similar bars below the cell between the basal interspaces of the middle and lower medians; beyond the cell is a large outwardly-oblique pure bluish-white more or less triangulate spot followed by a transverse discal macular band, broadest in the dry-season brood, composed of a series of large broad pure bluish-white spots proceeding from the costa to the posterior margin, of which the upper five are subapical and disposed obliquely outward, the third and fourth being ovate, the upper two very slender and divided by the second subcostal branch, the fifth much the smallest; the next four are disposed somewhat obliquely inward and are much larger, the sixth (or upper) triangularly ovate, the seventh longest and bluntly ovate or somewhat quadrate, the eighth quadrate with its outer edge indented, and the lowest narrow; all these white spots are bordered with black, which colour broadly extends from the cell along the costa and thence decreases hindward; beyond is an outer marginal broad lunularly inner-edged, or occasionally dentate, black waved band, which is traversed by two contiguous slender grey sinuous marginal lines. Hindwing with three black slender bars crossing the cell, and a small spot between the basal interspaces of the veins above the cell; a transverse medial discal broad pure bluish-white macular black-bordered band terminating at the submedian, its inner edge somewhat regular and its outer edge scalloped; followed by an outer discal row of black ill-shaped cordate spots, which are more or less obsolescent posteriorly, or occasionally entirely absent, a similar submarginal row of smaller dentate spots, and then a contiguous narrow waved black marginal band traversed by two slender grey sinuous lines. Underside. Basal area bluish or olive-grey, the outer discal area and the apical veins of forewing bright red; discocellular spot on forewing and transverse discal macular band, as above, bluish-white or greyish-white and black bordered; basal bars black, with the interspace between the middle cell bars and of those below the cell on the forewing bright red; marginal markings as above, except that the marginal sinuous fines are violet-grey, and the inner line broadly encompassing the submarginal black spots on the hindwing. Body above red; palpi above black, beneath greenish-white; body beneath and legs bluish-grey; antennse black, tip reddish beneath; eyes bronzy-brown.",https://en.wikipedia.org/wiki/Moduza_procris
Celypha cespitana,"Celypha cespitana is a moth of the family Tortricidae. It is found in the Palearctic realm, from western Europe to the Ural Mountains, Transcaucasia, Asia Minor, the Near East, Iran, Russia (Siberia, Central Asia, Cisbaikal, Tuva, the Russian Far East), north-eastern China (Manchuria), Korea and Japan (Hokkaido, Honshu). It is also found in the Nearctic realm. The wingspan is about 15 mm. The palpi are porrected, the second joint broadly scaled, terminal very short. The forewings with the costa less arched than in Celypha doubledayana (Barrett, 1872) and the termen more oblique. The ground colour is silvery - whitish, strigulated with ochreous, greyish ochreous, reddish, or dark fuscous. The costa is black-marked. The basal patch has the edge angularly indented. The central fascia has two sharp posterior projections. An oblique praetornal spot, and triangular terminal patch are both ochreous or ferruginous, mixed with black or dark fuscous. The hindwings are grey. Julius von Kennel provides a full description. The moth flies from late May to September in western Europe. The larvae feed on various herbaceous plants.",https://en.wikipedia.org/wiki/Celypha_cespitana
Panopoda carneicosta,"Panopoda carneicosta, the brown panopoda, is a moth of the family Erebidae. The species was first described by Achille Guenée in 1852. It is found in North America from Ontario, Quebec and Maine, south to Florida, west to Texas, north to Wisconsin and Minnesota. The wingspan is 38–46 mm. Reported flight periods vary. Charles V. Covell Jr. gives a flight period of May to August, and Ohio State University gives a flight period of April to September. They are most seen in June and July though. There is one generation per year in the north, possibly two in the south. The larvae feed on the leaves of basswood, oak, hickory and willow.",https://en.wikipedia.org/wiki/Panopoda_carneicosta
Anthanassa tulcis,The wingspan of subspecies frisia is 32–45 mm. Adults are on wing most of the year in southern Florida and throughout the year in the tropics. Subspecies tulcis has a wingspan of 32–35 mm. Adults are on wing from May to November in southern Texas.,https://en.wikipedia.org/wiki/Anthanassa_frisia
Mythimna ferrago,"Mythimna ferrago, the clay, is a moth of the family Noctuidae. The species was first described by Johan Christian Fabricius in 1787. It is distributed throughout Europe and is also found in Morocco, Algeria, Turkey, Asia Minor, Armenia, Syria, Turkestan, Israel, Lebanon, Iraq, Iran, Central Asia and the western parts of temperate North Asia. Also Tibet. The forewings of this species vary from buffish to orangey brown, usually with a darker central line running longways down the wing, interrupted by a pale stigma. There are usually a few small dark spots in the basal area. The hindwings are dark grey with paler margins. The male is easily recognizable by a triangular area of black hair on the underside of the abdomen. The wingspan is 36–44 mm. This moth flies at night in July and August and is attracted to light and sugar.",https://en.wikipedia.org/wiki/Mythimna_ferrago
Celypha striana,"The wingspan is 16–22 mm. This species is very variable in color. Usually the basic color of the forewings is light ochreous, finely reticulated dark brown. In the middle of the forewings there is a strongly developed transverse darker brown band and brown markings on the outer edge. The hindwings are gray or pale brown. Julius von Kennel provides a full description.",https://en.wikipedia.org/wiki/Celypha_striana
Celastrina ladon,"Celastrina ladon, the spring azure or echo blue, is a butterfly of the family Lycaenidae. It is found in North America from Alaska and Canada south of the tundra, through most of the United States except the Texas coast, southern plain and peninsula Florida; south in the mountains to Colombia, also on Molokai island, Hawaii. Since the publication of a monograph on the Lycaenopsis group of lycaenid genera in 1983 by Eliot & Kawazoe, C. ladon has been considered by some taxonomic authorities to be a subspecies of C. argiolus (Linnaeus, 1758). Other authorities still consider C. ladon and related species C. neglecta and C. serotina to be ""full"" species. Its wingspan is 22–35 millimetres (0.87–1.38 in). The metallic blue wings have a black margin in females. The undersides of the wings are white with speckles.",https://en.wikipedia.org/wiki/Celastrina_ladon
Erebia euryale,"Erebia euryale has a wingspan of 20–23 mm. These butterflies have a considerable geographic variation. Usually the upperside of the forewings is dark brown with a reddish-orange postmedian band marked with three or four oval ocelli, with white pupils in the females, often blind or reduced to small dots in the males. All wings show chequered fringes. The forewings of the males do not show androconial area. The upperside of each hindwing usually has three eyespots surrounded by orange. The underside hindwings of the females shows a diffuse clear or whitish band, strongly dentate. The caterpillar and the chrysalis are pinkish brown. This species is rather similar to Erebia ligea.",https://en.wikipedia.org/wiki/Erebia_euryale
Pseudothyatira cymatophoroides,"Pseudothyatira is a monotypic moth genus of the family Drepanidae first described by Augustus Radcliffe Grote in 1864. Its only species, Pseudothyatira cymatophoroides, the tufted thyatirid moth, was first described by Achille Guenée in 1852. It is found in North America in Newfoundland, British Columbia, northern California, Maryland, West Virginia, Kansas and North Carolina. The wingspan is 38–44 mm. The moth flies from June to September depending on the location. The larvae feed on Betula nigra, Betula populifolia and Prunus virginiaca. == References ==",https://en.wikipedia.org/wiki/Pseudothyatira
Spodoptera mauritia,"The wingspan is about 40 mm. It is dark grey brown with a rusty tinge on its body. The abdomen is fuscous. Forewings with sub-basal, antemedial and postmedial double waved lines indistinct. The orbicular small and ochreous, whereas reniform blackish. Submarginal line whitish and irregularly waved. There is a white patch often can be seen between orbicular and reniform and a dark patch on the central marginal area. Hindwings opalescent and semi-hyaline white, with a dark marginal line.",https://en.wikipedia.org/wiki/Spodoptera_mauritia
Menophra abruptaria,"Menophra abruptaria, the waved umber, is a moth of the family Geometridae. The species was first described by Carl Peter Thunberg in 1792. It is found in south-western North Africa, southern Europe and Anatolia; in the north, it is found from England to Switzerland, south-western Germany, Bangladesh . The wingspan is 36–42 mm. Adults are on wing from April to June. Normally, there is one generation per year, although there can be a partial second generation in summer. The larvae feed on Ligustrum ovalifolium and Syringa vulgaris.",https://en.wikipedia.org/wiki/Menophra_abruptaria
Caripeta divisata,"Caripeta divisata, known generally as the gray spruce looper or twin-spot girdle, is a species of geometrid moth in the family Geometridae. It is found in North America. The MONA or Hodges number for Caripeta divisata is 6863.",https://en.wikipedia.org/wiki/Caripeta_divisata
Anania funebris,"The wingspan is 20–23 mm (0.79-0.92 in). The forewings are black; a large round white subdorsal spot before middle, and a second in disc beyond middle; sometimes a white dot above first; cilia white towards tips. Hindwings as forewings, but without the white dot. The larva is ochreous-whitish; dorsal line deep green; subdorsal and lateral green; spiracular whitish-green; dots green; head whitish-brown. See also Parsons et al.",https://en.wikipedia.org/wiki/Anania_funebris
Bulia deducta,"Bulia deducta is a moth of the family Erebidae first described by Herbert Knowles Morrison in 1875. It is found from central Mexico north to central California, Utah, Wyoming and Nebraska, east to Arkansas and Alabama. Its wingspan is 34–38 mm. Adults are on wing from March to October in the southwest. The larvae feed on Prosopis.",https://en.wikipedia.org/wiki/Bulia_deducta
Dasypodia selenophora,"Dasypodia selenophora, the southern old lady moth, southern moon moth, or granny moth, is a moth of the family Noctuidae. The species was first described by Achille Guenée in 1852. It is found in the southern half of Australia, as well as Norfolk Island, New Zealand and Macquarie Island. The adult may be a range of brown shades, with large black and blue eyespots on the centre of the forewings. The body is hairy. The wingspan is about 90 mm. The southern old lady moth is commonly observed during the day in dark areas of homes and other buildings. The larvae have long brown stripes along the body and short stiff hairs. They feed on Acacia species, including Tan Wattle (Acacia decurrens), Cootamundra Wattle (Acacia baileyana), Golden Wattle (Acacia pycnantha), and Silver Wattle (Acacia dealbata).",https://en.wikipedia.org/wiki/Dasypodia_selenophora
Chlosyne theona,"Chlosyne theona, the theona checkerspot, is a species checkerspots in the butterfly family Nymphalidae found in North America. The MONA or Hodges number for C. theona is 4508.",https://en.wikipedia.org/wiki/Chlosyne_theona
Tolype velleda,"Tolype velleda, the large tolype moth or velleda lappet moth, is a species of moth of the family Lasiocampidae. It was first described by Caspar Stoll in 1791. The species is found from Nova Scotia to central Florida, west to Texas and north to Ontario. Also found in the California Mountains. Out of the United States, they can also be found in low and littoral areas of the Iberian Peninsula and North Africa from Egypt to the Atlantic coast of Morocco. The wingspan is 32–58 mm. The females are larger than the males. When the wings are opened, they appear to be dark gray with wavy bands running across. When the wings are closed, the white lines become less visible, but the pattern is still there and remains the same. Adults are on wing from June to November in one generation per year. The larvae feed on various broadleaf trees and shrubs, including Malus, Fraxinus, Populus, Tilia, Fagus, Betula, Prunus, and Quercus species. The larvae can be identified by its dull gray color, and a flap that is present on its pro legs that disappears as it matures. Larvae can be found from June to August. Common host plants of the Tolype Velleda are apple, plum, cherry, apricot, almond, birch, poplar, oak, beech, and citrus trees. Eggs are placed on leaves of host plants. Feeding is most active in summer months. == References ==",https://en.wikipedia.org/wiki/Tolype_velleda
Eupsilia transversa,"Eupsilia transversa, the satellite, is a moth of the family Noctuidae. The species was first described by Johann Siegfried Hufnagel in 1766. It is distributed throughout the Palearctic. This is a fairly variable species with greyish or reddish-brown forewings, often marked with darker bands. The common name derives from the prominent stigma ranging in colour from white or yellow to red, which has two smaller spots close to it, appearing to be in orbit. The hindwings are brown with a paler fringe. The wingspan is 40–48 mm. This species flies at night from September to April and is active on mild nights throughout the winter. It will come to light but is more strongly attracted to sugar and various flowers.",https://en.wikipedia.org/wiki/Satellite_(moth)
Glaucopsyche alexis,"L. cyllarus Rott. (= damoetas Schiff.) (82 f). Male above light cyaneous blue with a violet sheen and narrow black border; female darker blue with the black border gradually shading off, so that it occupies nearly the whole outer half of the wings. Beneath silver-grey (male) or ashy grey (female), the forewing with 5 or 6 large rounded black spots, the hindwing with small ocelli and in its whole basal half with metallic blue-green dusting. In ab. dimus Bgstr. the ocelli of the forewing beneath are reduced to 4; on the other hand, they may also be increased in number, or may be elongate (= subtus-radiata Oberth.). In European Turkey and the neighbouring districts of Anterior Asia the ocelli of the forewing appear to be constantly or at least commonly enlarged, the blue also being darker; this is ab. tristis Gerh.. Throughout Central and Southern Europe, North Africa and North Asia to the Amur; absent from England and Japan. — ab. andereggii Ruhl (82 g) occurs in the Alps (perhaps also elsewhere); it is a large female-form which is above entirely black-brown, the underside being dark ashy grey, with the very large ocelli placed in pale rings.— blachieri Mill. (82 g) is a very small form from Southern France and the Yalais which has beneath only 4 ocelli on the forewing and very scanty blue-green dusting at the base of the hindwing; above darker and duller blue. — coelestina Mill., nec Ev. (82 g) is similar to the preceding form; above very dull in colour, underside with blue-green scaling only in the basal half, the ocelli of the forewing reduced in size, those of the hindwing almost obsolete. — lugens Car. (82 g) has altogether lost the ocelli of the hindwing; the male is darker blue above, the female being entirely black-brown almost like the female of semiargus without any blue; the blue-green scaling on the hindwing beneath is entirely absent or nearly. — aeruginosa Stgr.,[now species Glaucopsyche aeruginosa (Staudinger, 1881)]from South Russia, Asia Minor (especially the Lebanon) into Central Asia, has the hindwing beneath entirely dusted with blue-green. — laetifica Pung., [now species Glaucopsyche laetifica (Püngeler, 1898)] from the Ili R., has similar underside, but the blue of the upperside is purer and more brilliant in both sexes; the club of the antenna has a different shape (being more elongate) and is reddish yellow on the innerside, so that Pungeler regarded laetifica as being perhaps a distinct species. — Larva green or brownish, with reddish brown dorsal line accompanied by dark oblique parallel stripes which stand close together; head black. In June and the autumn on Cytisus, Genista, Astragalus, Melilotus, etc. Pupa greyish brown. North of the Alps, where occurs only one brood, the larva probably hibernates. The butterflies occur singly but are mostly common, being found on clearings in timber-woods and on wide roads, where they flutter along usually 1 to 2 m above the ground, with a slow, straight, flapping flight. They appear in the South in the spring and again from July onwards, in the North only once, at the end of May and in June.",https://en.wikipedia.org/wiki/Glaucopsyche_alexis
Idaea subsericeata,"The ground colour is white with strong silky gloss, the lines grey, seldom strongly expressed, on the other hand usually all present, thus numbering five on the forewing and four on the hindwing; the outermost line (distal shading of subterminal) the oftenest absent; all except the median are parallel with the distal margin, but slightly wavy; the median on the forewing is usually somewhat oblique, but occasionally almost parallel with the others; that of the hindwing runs straighter across the wing, instead of following the curve of the strongly convex distal margin. Cellspots and terminal line wanting or rarely the former present, minute; fringe usually with a series of minute black dots at the base, which are sometimes in part, more rarely entirely obsolete. Forewing beneath often with a smoky suffusion, either basally or all over; median and postmedian lines present, often well developed; a small discal dot present. Hindwing beneath white, with discal dot and postmedian line. Male antennal ciliation little longer than diameter of shaft; hindtarsus short. Not on the whole an extremely variable species, except in size; there is, however, a great deal of trivial variation, i.e. as regards the absolute or relative strength of the several lines, the close proximity of the inner subterminal to the postmedian or their wider separation, the degree of suffusion of the under surface, etc. Second-brood specimens, besides being smaller seem to be on an average whiter beneath and are sometimes rounder winged. The oval egg has a depression in the middle of the upper end. The surface has small, flat recesses. It is initially light yellow and later turns bright orange with red spots.The caterpillar is relatively slender, the diameter decreasing a little at the front end. It is whitish grey, grey, grey-brown or brown and shows a slightly reddish dorsum. The surface looks wrinkled and is studded with fine warts. The dorsal line is relatively narrow, dark and is lined with dark dots. The lateral lines are yellowish white. The large head has a notch in the middle of the apex.The pupa is blackish brown to golden brown with greenish wing-sheaths . It is nine millimeters long and measures 2.9 millimeters in diameter. The cremaster is about as long as wide and is studded with four pairs of hook-shaped curved bristles. The species has a wingspan of 22–25 mm. The adults fly in one generation from June to July . The larvae feed on low growing plants such as knotgrass, dandelion and chickweed. It prefers warm slopes, sun-exposed forest edges and clearings, rows of hedgerows, dry grass, fallow fields, abandoned vineyards and dry salt marshes near the coast.",https://en.wikipedia.org/wiki/Idaea_subsericeata
Phosphila turbulenta,"Phosphila turbulenta, the turbulent phosphila, is a species of cutworm or dart moth in the family Noctuidae. It is found in North America. The MONA or Hodges number for Phosphila turbulenta is 9618.",https://en.wikipedia.org/wiki/Phosphila_turbulenta
Eubaphe mendica,"Eubaphe mendica, the beggar, is a moth of the family Geometridae. It was first described by Francis Walker in 1854 and it is found in eastern North America. The wingspan is 21–30 mm. Adults are on wing from May to September. There are three generations per year. The larvae feed on Acer and Viola species.",https://en.wikipedia.org/wiki/Eubaphe_mendica
Hydrelia inornata,"Hydrelia inornata, the unadorned carpet moth, is a moth in the family Geometridae. It is found in North America, including Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, New Brunswick, New Hampshire, New York, North Carolina, Nova Scotia, Ohio, Ontario, Pennsylvania, Quebec, Saskatchewan, Tennessee and West Virginia. The wingspan is about 15 mm. == References ==",https://en.wikipedia.org/wiki/Hydrelia_inornata
Pangrapta decoralis,"Pangrapta decoralis, the decorated owlet, is a moth in the family Erebidae. The species was first described by Jacob Hübner in 1818. It is found in North America from Alberta to Nova Scotia south to Florida and Texas. The wingspan is 20–28 mm. Adults are on wing from May to September. There are two to three generations per year. The larvae feed on Vaccinium species.",https://en.wikipedia.org/wiki/Pangrapta_decoralis
Catocala relicta,"Catocala relicta, the white underwing or relict, is a moth of the family Erebidae. The species was first described by Francis Walker in 1858. It lives in southern Canada, from Newfoundland to Vancouver Island, south to Missouri, and Arizona. The wingspan is 67–75 mm. Adults are on wing from July to September in one generation depending on the location. The larvae feed on Betula papyrifera, Carya ovata, Populus alba, Populus balsamifera, Populus deltoides, Populus nigra, Populus tremuloides, Quercus species, and Salix species (including Salix eriocephala).",https://en.wikipedia.org/wiki/Catocala_relicta
Phosphila miselioides,"Phosphila miselioides, the spotted phosphila, is a species of cutworm or dart moth in the family Noctuidae. It was described by Achille Guenée in 1852 and is found in North America. The MONA or Hodges number for Phosphila miselioides is 9619.",https://en.wikipedia.org/wiki/Phosphila_miselioides
Asota heliconia,Asota heliconia is a moth in the family Erebidae. It is found from the Indo-Australian tropics east to Queensland and the Solomons. The wingspan is 52 mm. Larvae have been recorded on Averrhoa species.,https://en.wikipedia.org/wiki/Asota_heliconia
Udaspes folus,"Male. Upperside black, the basal half of both wings covered with minute yellowish scales, markings pure white, semi-hyaline. Forewing with a large white spot filling up the end of the cell, two similar conjoined spots outwardly below it extending from beneath vein 4 to the sub-median vein, hardly separated from each other by vein 2; four conjugated sub-apical spots, the uppermost one minute, two similar spots below them nearer the outer margin, a small spot between these and the two large conjoined spots. Hindwing with a very large medial white patch with its margin sinuous all round; abdominal area covered with yellowish hairs. Underside paler. Forewing with the markings as on the upperside. Hindwing with the white medial patch extending to the abdominal margin from near the costa to one-third above the anal angle, the extension suffused with grey, also extending narrowly to the outer margin, double blackish-brown lunular marks, within the white space at the bases of the sub-median nervules. Cilia blackish, alternated with white. Antennae black; palpi, head and body concolorous with the wings, whitish on the underside, legs brown above, whitish beneath. Female like the male, but the spots are larger. It is a small butterfly with a wingspan of about 4 to 4.8 cm. It is black with a large white spot on the upperside of the hindwing and several smaller whites spots on the forewing. The underside of its wings is mostly white with brown edges and spots.",https://en.wikipedia.org/wiki/Ancistroides_folus
Megalographa biloba,"Stephens' gem or the bilobed looper (Megalographa biloba) is a moth of the family Noctuidae. It is widely distributed from the southern parts of the United States, south through Central America and South America to Argentina. The wingspan is 38–44 mm. It is sometimes considered a pest on cultivated lettuce.",https://en.wikipedia.org/wiki/Megalographa_biloba
Metalectra discalis,"Metalectra discalis, the common fungus moth, is a moth of the family Erebidae. The species was first described by Augustus Radcliffe Grote in 1876. It is found in North America from Wisconsin to Quebec and Maine, south to Florida, west to Texas and Missouri, north to Ontario. The wingspan is 20–29 mm. Adults are on wing from May to September in the south and from June to August in the north. There are probably two or more generations per year. Larvae have been recorded on bracket fungi and probably feed on other persistent fungi as well.",https://en.wikipedia.org/wiki/Metalectra_discalis
Phaeoura quernaria,"Phaeoura quernaria, the oak beauty, is a moth of the family Geometridae. The species was first described by James Edward Smith in 1797. It is found in eastern North America, occurring as far west as east-central Alberta. The habitat consists of aspen-cherry shrubland. The wingspan is 37–56 mm. Adults are on wing from February to October in the southern part of the range, where two generations per year occur. The larvae feed on various hardwood trees, including Betula papyrifera, Salix, Populus and Prunus species. They are grey to brown or greenish. Larvae can be found from June to October. The species overwinters in the pupal stage. == References ==",https://en.wikipedia.org/wiki/Phaeoura_quernaria
Deidamia inscriptum,"Deidamia inscriptum, the lettered sphinx, is a species of moth of the family Sphingidae. It is the only member of the genus Deidamia. The species was first described by Thaddeus William Harris in 1839 and the genus was erected by James Brackenridge Clemens in 1859.",https://en.wikipedia.org/wiki/Deidamia_inscriptum
Crambidia pallida,"Crambidia pallida, the pale lichen moth, is a moth of the family Erebidae. It was described by Packard in 1864. It is found from Nova Scotia to Florida, west to Texas and north to North Dakota and Manitoba. The habitat consists of forests and woodlands. == References ==",https://en.wikipedia.org/wiki/Crambidia_pallida
Oreta rosea,"Oreta rosea, the rose hooktip moth, is a moth in the family Drepanidae. It was described by Francis Walker in 1855. It is found in North America, where it has been recorded across boreal Canada to eastern North America. In the north, the range extends to northern Alberta, northern Manitoba and Newfoundland. It is also found east of the Great Plains as far south as Florida and eastern Texas. The habitat consists of moist temperate hardwood forests. The wingspan is 25–34 mm. Adults are on wing from May to September in two generations per year. The larvae feed on various hardwood species, including Betula and Viburnum species. Larvae can be found from July to October. == References ==",https://en.wikipedia.org/wiki/Oreta_rosea
Idaea ochrata,"Idaea ochrata, the bright wave, is a moth of the family Geometridae. It is found in Europe. The species has a wingspan of 21–24 mm. The adults fly at night from late June to early August in one generation . The species overwinters as a larva. The larvae feed on the flowers of hawk's beard (Crepis sp.), dandelion (Taraxacum) and coltsfoot (Tussaligo) in captivity. In the wild the larvae feed on Smooth Tare and the flowers of Hare's-foot Clover. ^ The flight season refers to the British Isles. This may vary in other parts of the range.",https://en.wikipedia.org/wiki/Idaea_ochrata
Erynnis propertius,"Erynnis propertius, commonly known as Propertius duskywing, is a species of butterfly in the family Hesperiidae. It is found in along the west coast of North America from southern British Columbia south along the Pacific Slope to Baja California Norte. It is one of the most commonly seen skippers in California. The wingspan is 35–45 mm.",https://en.wikipedia.org/wiki/Erynnis_propertius
Alucita hexadactyla,"The wingspan is 14–16 mm. Unlike a typical moth, which has two pairs of scaly wings, Alucita has about twenty thin feathery plumes (with scales on the supporting ribs). It perches with the wings outspread like a fan. The wings have a bold zigzag pattern in white, black and brown, which together with the shiny backward-pointing hairs on each plume make the adult moth distinctive. It is also popularly known as the many-plumed moth, while the specific name hexadactyla comes from the Greek for six-fingered. Single brooded, it can be found at any time of the year. It is common and often found in gardens, but is readily overlooked because of its small size. The larvae feed on honeysuckle (Lonicera species) tunnelling in the flower buds and leaves. Holes and darkening of the buds indicate larval feeding. There is disagreement as to whether the larvae are leaf miners or gall causers.",https://en.wikipedia.org/wiki/Alucita_hexadactyla
Digrammia continuata,"Digrammia continuata, the curve-lined angle, is a species of moth of the family Geometridae. It is found in North America, where it has been recorded from New Brunswick to Florida, west to California and north to Manitoba. The wingspan is about 22–24 mm. Adults are on wing from March to August in two generations per year. The larvae feed on Juniperus virginiana and Thuja occidentalis. Full-grown larvae reach a length of about 29 mm. The species overwinters in the pupal stage in soil or amongst debris. == References ==",https://en.wikipedia.org/wiki/Digrammia_continuata
